gene_symbol	ncbi_gene	ensembl_gene	db_gene_symbol	db_ncbi_gene	db_ensembl_gene	source_gene	gs_id	gs_name	gs_collection	gs_subcollection	gs_collection_name	gs_description	gs_source_species	gs_pmid	gs_geoid	gs_exact_source	gs_url	db_version	db_target_species	ortholog_taxon_id	ortholog_sources	num_ortholog_sources	Selected_Ensembl_ID
SLC20A1	514255	ENSBTAG00000007895	SLC20A1	6574	ENSG00000144136	SLC20A1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000007895
SMAD1	540488	ENSBTAG00000002835	SMAD1	4086	ENSG00000170365	SMAD1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000002835
SMAD3	515125	ENSBTAG00000012599	SMAD3	4088	ENSG00000166949	SMAD3	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	8	ENSBTAG00000012599
SMAD6	511279	ENSBTAG00000000625	SMAD6	4091	ENSG00000137834	SMAD6	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000000625
SMAD7	535916	ENSBTAG00000012441	SMAD7	4092	ENSG00000101665	SMAD7	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000012441
SMURF1	513902	ENSBTAG00000007118	SMURF1	57154	ENSG00000198742	SMURF1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000007118
SMURF2	540826	ENSBTAG00000019853	SMURF2	64750	ENSG00000108854	SMURF2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000019853
SPTBN1	526027	ENSBTAG00000006995	SPTBN1	6711	ENSG00000115306	SPTBN1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000006995
TGFB1	282089	ENSBTAG00000020457	TGFB1	7040	ENSG00000105329	TGFB1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000020457
TGFBR1	282382	ENSBTAG00000018035	TGFBR1	7046	ENSG00000106799	TGFBR1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018035
TGIF1	510050	ENSBTAG00000007718	TGIF1	7050	ENSG00000177426	TGIF1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000007718
THBS1	281530	ENSBTAG00000002006	THBS1	7057	ENSG00000137801	THBS1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000002006
TJP1	407102	ENSBTAG00000015398	TJP1	7082	ENSG00000104067	TJP1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA	5	ENSBTAG00000015398
TRIM33	533296	ENSBTAG00000001499	TRIM33	51592	ENSG00000197323	TRIM33	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000001499
UBE2D3	326583	ENSBTAG00000048761	UBE2D3	7323	ENSG00000109332	UBE2D3	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000048761
WWTR1	614786	ENSBTAG00000007814	WWTR1	25937	ENSG00000018408	WWTR1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000007814
XIAP	281647	ENSBTAG00000040350	XIAP	331	ENSG00000101966	XIAP	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000040350
ABCA1	535379	ENSBTAG00000020661	ABCA1	19	ENSG00000165029	ABCA1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000020661
ACKR3	509585	ENSBTAG00000018424	ACKR3	57007	ENSG00000144476	CXCR7	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000018424
AREG	538751	ENSBTAG00000018134	AREG	374	ENSG00000109321	AREG	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000018134
ATF3	515266	ENSBTAG00000008545	ATF3	467	ENSG00000162772	ATF3	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000008545
ATP2B1	282641	ENSBTAG00000009552	ATP2B1	490	ENSG00000070961	ATP2B1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000009552
B4GALT1	281781	ENSBTAG00000015249	B4GALT1	2683	ENSG00000086062	B4GALT1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000015249
B4GALT5	282407	ENSBTAG00000012626	B4GALT5	9334	ENSG00000158470	B4GALT5	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000012626
BCL2A1	282151	ENSBTAG00000000735	BCL2A1	597	ENSG00000140379	BCL2A1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000000735
BCL3	531942	ENSBTAG00000009493	BCL3	602	ENSG00000069399	BCL3	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000009493
BCL6	539020	ENSBTAG00000001511	BCL6	604	ENSG00000113916	BCL6	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001511
BHLHE40	506945	ENSBTAG00000009863	BHLHE40	8553	ENSG00000134107	BHLHE40	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000009863
BIRC2	539314	ENSBTAG00000035735	BIRC2	329	ENSG00000110330	BIRC2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|Panther|Treefam	7	ENSBTAG00000035735
BIRC3	514386	ENSBTAG00000024918	BIRC3	330	ENSG00000023445	BIRC3	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000024918
BMP2	615037	ENSBTAG00000005111	BMP2	650	ENSG00000125845	BMP2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000005111
BTG1	281032	ENSBTAG00000020330	BTG1	694	ENSG00000133639	BTG1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OrthoDB|Panther	6	ENSBTAG00000020330
BTG2	539364	ENSBTAG00000015711	BTG2	7832	ENSG00000159388	BTG2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000015711
BTG3	541054	ENSBTAG00000018704	BTG3	10950	ENSG00000154640	BTG3	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018704
CCL2	281043	ENSBTAG00000037811	CCL2	6347	ENSG00000108691	CCL2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|PhylomeDB	7	ENSBTAG00000037811
CCL20	281666	ENSBTAG00000021326	CCL20	6364	ENSG00000115009	CCL20	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000021326
CCL4	414347	ENSBTAG00000025257	CCL4	6351	ENSG00000275302	CCL4	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB	7	ENSBTAG00000025257
CCL5	327712	ENSBTAG00000053649	CCL5	6352	ENSG00000271503	CCL5	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|Panther|PhylomeDB	5	ENSBTAG00000053649
CCN1	508941	ENSBTAG00000009844	CCN1	3491	ENSG00000142871	CYR61	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000009844
CCND1	524530	ENSBTAG00000017514	CCND1	595	ENSG00000110092	CCND1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000017514
CCNL1	514613	ENSBTAG00000003851	CCNL1	57018	ENSG00000163660	CCNL1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000003851
CCRL2	515976	ENSBTAG00000006155	CCRL2	9034	ENSG00000121797	CCRL2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000006155
CD44	281057	ENSBTAG00000011578	CD44	960	ENSG00000026508	CD44	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000011578
CD69	281058	ENSBTAG00000002135	CD69	969	ENSG00000110848	CD69	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000002135
CD80	407131	ENSBTAG00000018059	CD80	941	ENSG00000121594	CD80	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018059
CD83	617034	ENSBTAG00000050334	CD83	9308	ENSG00000112149	CD83	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|OMA|OrthoDB|Panther	5	ENSBTAG00000050334
CDKN1A	513497	ENSBTAG00000008353	CDKN1A	1026	ENSG00000124762	CDKN1A	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000008353
CEBPB	338319	ENSBTAG00000051972	CEBPB	1051	ENSG00000172216	CEBPB	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|NCBI|OMA|Panther	5	ENSBTAG00000051972
CEBPD	281678	ENSBTAG00000046307	CEBPD	1052	ENSG00000221869	CEBPD	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000046307
CFLAR	497199	ENSBTAG00000010998	CFLAR	8837	ENSG00000003402	CFLAR	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Treefam	7	ENSBTAG00000010998
CLCF1	100336481	ENSBTAG00000046110	CLCF1	23529	ENSG00000175505	CLCF1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000046110
CSF1	281094	ENSBTAG00000000283	CSF1	1435	ENSG00000184371	CSF1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000000283
CSF2	281095	ENSBTAG00000001570	CSF2	1437	ENSG00000164400	CSF2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001570
CXCL2	281214	ENSBTAG00000027513	CXCL1	2919	ENSG00000163739	CXCL1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	OMA|Panther|PhylomeDB|Treefam	4	ENSBTAG00000027513
CXCL10	615107	ENSBTAG00000001725	CXCL10	3627	ENSG00000169245	CXCL10	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001725
CXCL11	516104	ENSBTAG00000005603	CXCL11	6373	ENSG00000169248	CXCL11	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000005603
CXCL2	281214	ENSBTAG00000027513	CXCL2	2920	ENSG00000081041	CXCL2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|OMA|Panther|PhylomeDB|Treefam	5	ENSBTAG00000027513
CXCL2	281214	ENSBTAG00000027513	CXCL3	2921	ENSG00000163734	CXCL3	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Inparanoid|OMA|Panther|PhylomeDB|Treefam	5	ENSBTAG00000027513
CXCL5	281735	ENSBTAG00000009812	CXCL6	6372	ENSG00000124875	CXCL6	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|OrthoDB|Panther|PhylomeDB|Treefam	6	ENSBTAG00000009812
DENND5A	784484	ENSBTAG00000006322	DENND5A	23258	ENSG00000184014	DENND5A	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000006322
DNAJB4	541274	ENSBTAG00000021752	DNAJB4	11080	ENSG00000162616	DNAJB4	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000021752
DRAM1	533992	ENSBTAG00000017287	DRAM1	55332	ENSG00000136048	DRAM1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000017287
DUSP1	539175	ENSBTAG00000013863	DUSP1	1843	ENSG00000120129	DUSP1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000013863
DUSP2	539140	ENSBTAG00000020350	DUSP2	1844	ENSG00000158050	DUSP2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000020350
DUSP4	540380	ENSBTAG00000044208	DUSP4	1846	ENSG00000120875	DUSP4	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000044208
DUSP5	507061	ENSBTAG00000020283	DUSP5	1847	ENSG00000138166	DUSP5	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000020283
EDN1	281137	ENSBTAG00000008096	EDN1	1906	ENSG00000078401	EDN1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000008096
EFNA1	507319	ENSBTAG00000020244	EFNA1	1942	ENSG00000169242	EFNA1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	9	ENSBTAG00000020244
EGR1	407125	ENSBTAG00000010069	EGR1	1958	ENSG00000120738	EGR1	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000010069
EGR2	100297981	ENSBTAG00000046409	EGR2	1959	ENSG00000122877	EGR2	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000046409
EGR3	526233	ENSBTAG00000019293	EGR3	1960	ENSG00000179388	EGR3	M5890	HALLMARK_TNFA_SIGNALING_VIA_NFKB	H		Hallmark	Genes regulated by NF-kB in response to TNF [GeneID=7124].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000019293
